date,hour,day_of_week,month,zone,total_slots,occupied,available,occupancy_pct,is_weekend,is_semester
2025-01-23,13,3,1,B,15,13,2,87.9,0,1
2025-01-23,13,3,1,C,15,10,5,71.4,0,1
2025-01-23,13,3,1,D,15,9,6,65.9,0,1
2025-01-23,14,3,1,A,15,12,3,85.8,0,1
2025-01-23,14,3,1,B,15,11,4,79.4,0,1
2025-01-23,14,3,1,C,15,9,6,64.4,0,1
2025-01-23,14,3,1,D,15,6,9,45.6,0,1
2025-01-23,15,3,1,A,15,12,3,83.7,0,1
2025-01-23,15,3,1,B,15,9,6,64.8,0,1
2025-01-23,15,3,1,C,15,8,7,58.8,0,1
2025-01-23,15,3,1,D,15,9,6,60.7,0,1
2025-01-23,16,3,1,A,15,13,2,90.4,0,1
2025-01-23,16,3,1,B,15,10,5,70.2,0,1
2025-01-23,16,3,1,C,15,9,6,65.5,0,1
2025-01-23,16,3,1,D,15,10,5,69.6,0,1
2025-01-23,17,3,1,A,15,10,5,70.9,0,1
2025-01-23,17,3,1,B,15,12,3,80.8,0,1
2025-01-23,17,3,1,C,15,8,7,58.5,0,1
2025-01-23,17,3,1,D,15,5,10,33.9,0,1
2025-01-23,18,3,1,A,15,11,4,75.0,0,1
2025-01-23,18,3,1,B,15,9,6,63.0,0,1
2025-01-23,18,3,1,C,15,9,6,64.3,0,1
2025-01-23,18,3,1,D,15,8,7,53.4,0,1
2025-01-23,19,3,1,A,15,10,5,67.9,0,1
2025-01-23,19,3,1,B,15,7,8,50.2,0,1
2025-01-23,19,3,1,C,15,7,8,52.3,0,1
2025-01-23,19,3,1,D,15,6,9,41.2,0,1
2025-01-23,20,3,1,A,15,3,12,24.1,0,1
2025-01-23,20,3,1,B,15,4,11,29.7,0,1
2025-01-23,20,3,1,C,15,5,10,35.9,0,1
2025-01-23,20,3,1,D,15,3,12,23.2,0,1
2025-01-23,21,3,1,A,15,2,13,19.2,0,1
2025-01-23,21,3,1,B,15,4,11,28.6,0,1
2025-01-23,21,3,1,C,15,4,11,32.1,0,1
2025-01-23,21,3,1,D,15,2,13,15.1,0,1
2025-01-24,6,4,1,A,15,5,10,39.2,0,1
2025-01-24,6,4,1,B,15,5,10,35.1,0,1
2025-01-24,6,4,1,C,15,3,12,25.2,0,1
2025-01-24,6,4,1,D,15,4,11,33.2,0,1
2025-01-24,7,4,1,A,15,5,10,39.3,0,1
2025-01-24,7,4,1,B,15,5,10,38.4,0,1
2025-01-24,7,4,1,C,15,3,12,24.4,0,1
2025-01-24,7,4,1,D,15,3,12,24.5,0,1
2025-01-24,8,4,1,A,15,14,1,98.0,0,1
2025-01-24,8,4,1,B,15,12,3,82.0,0,1
2025-01-24,8,4,1,C,15,13,2,90.3,0,1
2025-01-24,8,4,1,D,15,9,6,64.8,0,1
2025-01-24,9,4,1,A,15,14,1,98.0,0,1
2025-01-24,9,4,1,B,15,13,2,92.5,0,1
2025-01-24,9,4,1,C,15,9,6,65.2,0,1
2025-01-24,9,4,1,D,15,8,7,53.9,0,1
2025-01-24,10,4,1,A,15,12,3,85.5,0,1
2025-01-24,10,4,1,B,15,14,1,95.1,0,1
2025-01-24,10,4,1,C,15,10,5,72.1,0,1
2025-01-24,10,4,1,D,15,13,2,88.5,0,1
2025-01-24,11,4,1,A,15,12,3,81.7,0,1
2025-01-24,11,4,1,B,15,11,4,76.5,0,1
2025-01-24,11,4,1,C,15,11,4,79.8,0,1
2025-01-24,11,4,1,D,15,11,4,76.0,0,1
2025-01-24,12,4,1,A,15,14,1,98.0,0,1
2025-01-24,12,4,1,B,15,12,3,84.7,0,1
2025-01-24,12,4,1,C,15,11,4,75.7,0,1
2025-01-24,12,4,1,D,15,9,6,64.7,0,1
2025-01-24,13,4,1,A,15,13,2,92.5,0,1
2025-01-24,13,4,1,B,15,10,5,70.6,0,1
2025-01-24,13,4,1,C,15,9,6,61.0,0,1
2025-01-24,13,4,1,D,15,8,7,60.0,0,1
2025-01-24,14,4,1,A,15,11,4,79.1,0,1
2025-01-24,14,4,1,B,15,9,6,66.4,0,1
2025-01-24,14,4,1,C,15,10,5,68.6,0,1
2025-01-24,14,4,1,D,15,9,6,63.6,0,1
2025-01-24,15,4,1,A,15,12,3,81.2,0,1
2025-01-24,15,4,1,B,15,12,3,81.8,0,1
2025-01-24,15,4,1,C,15,8,7,53.9,0,1
2025-01-24,15,4,1,D,15,8,7,54.5,0,1
2025-01-24,16,4,1,A,15,11,4,74.8,0,1
2025-01-24,16,4,1,B,15,8,7,55.1,0,1
2025-01-24,16,4,1,C,15,9,6,62.3,0,1
2025-01-24,16,4,1,D,15,8,7,55.0,0,1
2025-01-24,17,4,1,A,15,12,3,81.1,0,1
2025-01-24,17,4,1,B,15,9,6,65.0,0,1
2025-01-24,17,4,1,C,15,6,9,45.8,0,1
2025-01-24,17,4,1,D,15,9,6,62.8,0,1
2025-01-24,18,4,1,A,15,11,4,78.8,0,1
2025-01-24,18,4,1,B,15,9,6,64.7,0,1
2025-01-24,18,4,1,C,15,7,8,52.2,0,1
2025-01-24,18,4,1,D,15,6,9,40.3,0,1
2025-01-24,19,4,1,A,15,9,6,66.0,0,1
2025-01-24,19,4,1,B,15,10,5,68.7,0,1
2025-01-24,19,4,1,C,15,10,5,69.1,0,1
2025-01-24,19,4,1,D,15,9,6,60.3,0,1
2025-01-24,20,4,1,A,15,3,12,24.8,0,1
2025-01-24,20,4,1,B,15,2,13,16.0,0,1
2025-01-24,20,4,1,C,15,3,12,23.6,0,1
2025-01-24,20,4,1,D,15,0,15,5.9,0,1
2025-01-24,21,4,1,A,15,4,11,31.3,0,1
2025-01-24,21,4,1,B,15,3,12,23.8,0,1
2025-01-24,21,4,1,C,15,2,13,18.8,0,1
2025-01-24,21,4,1,D,15,1,14,7.2,0,1
2025-01-25,6,5,1,A,15,2,13,18.2,1,1
2025-01-25,6,5,1,B,15,1,14,8.0,1,1
2025-01-25,6,5,1,C,15,0,15,5.0,1,1
2025-01-25,6,5,1,D,15,0,15,5.0,1,1
2025-01-25,7,5,1,A,15,2,13,13.9,1,1
2025-01-25,7,5,1,B,15,3,12,26.4,1,1
2025-01-25,7,5,1,C,15,3,12,24.3,1,1
2025-01-25,7,5,1,D,15,0,15,6.1,1,1
2025-01-25,8,5,1,A,15,4,11,29.4,1,1
2025-01-25,8,5,1,B,15,5,10,33.5,1,1
2025-01-25,8,5,1,C,15,2,13,18.8,1,1
2025-01-25,8,5,1,D,15,3,12,26.2,1,1
2025-01-25,9,5,1,A,15,6,9,40.3,1,1
2025-01-25,9,5,1,B,15,5,10,39.6,1,1
2025-01-25,9,5,1,C,15,3,12,26.0,1,1
2025-01-25,9,5,1,D,15,3,12,22.2,1,1
2025-01-25,10,5,1,A,15,4,11,27.2,1,1
2025-01-25,10,5,1,B,15,3,12,23.1,1,1
2025-01-25,10,5,1,C,15,3,12,25.0,1,1
2025-01-25,10,5,1,D,15,4,11,26.7,1,1
2025-01-25,11,5,1,A,15,5,10,37.5,1,1
2025-01-25,11,5,1,B,15,2,13,19.8,1,1
2025-01-25,11,5,1,C,15,5,10,35.6,1,1
2025-01-25,11,5,1,D,15,2,13,18.8,1,1
2025-01-25,12,5,1,A,15,4,11,30.0,1,1
2025-01-25,12,5,1,B,15,3,12,20.3,1,1
2025-01-25,12,5,1,C,15,0,15,5.0,1,1
2025-01-25,12,5,1,D,15,4,11,28.1,1,1
2025-01-25,13,5,1,A,15,5,10,36.1,1,1
2025-01-25,13,5,1,B,15,3,12,24.0,1,1
2025-01-25,13,5,1,C,15,3,12,24.2,1,1
2025-01-25,13,5,1,D,15,3,12,25.1,1,1
2025-01-25,14,5,1,A,15,2,13,15.7,1,1
2025-01-25,14,5,1,B,15,3,12,20.3,1,1
2025-01-25,14,5,1,C,15,4,11,28.4,1,1
2025-01-25,14,5,1,D,15,1,14,9.6,1,1
2025-01-25,15,5,1,A,15,4,11,30.5,1,1
2025-01-25,15,5,1,B,15,2,13,13.6,1,1
2025-01-25,15,5,1,C,15,3,12,25.8,1,1
2025-01-25,15,5,1,D,15,2,13,19.3,1,1
2025-01-25,16,5,1,A,15,2,13,15.3,1,1
2025-01-25,16,5,1,B,15,5,10,33.8,1,1
2025-01-25,16,5,1,C,15,2,13,16.2,1,1
2025-01-25,16,5,1,D,15,1,14,13.1,1,1
2025-01-25,17,5,1,A,15,3,12,25.8,1,1
2025-01-25,17,5,1,B,15,4,11,30.2,1,1
2025-01-25,17,5,1,C,15,1,14,10.8,1,1
2025-01-25,17,5,1,D,15,2,13,17.3,1,1
2025-01-25,18,5,1,A,15,4,11,27.6,1,1
2025-01-25,18,5,1,B,15,3,12,26.5,1,1
2025-01-25,18,5,1,C,15,3,12,20.3,1,1
2025-01-25,18,5,1,D,15,2,13,13.9,1,1
2025-01-25,19,5,1,A,15,2,13,17.5,1,1
2025-01-25,19,5,1,B,15,3,12,21.7,1,1
2025-01-25,19,5,1,C,15,1,14,10.3,1,1
2025-01-25,19,5,1,D,15,0,15,5.0,1,1
2025-01-25,20,5,1,A,15,2,13,13.6,1,1
2025-01-25,20,5,1,B,15,2,13,16.0,1,1
2025-01-25,20,5,1,C,15,0,15,5.0,1,1
2025-01-25,20,5,1,D,15,0,15,5.0,1,1
2025-01-25,21,5,1,A,15,2,13,15.0,1,1
2025-01-25,21,5,1,B,15,3,12,25.2,1,1
2025-01-25,21,5,1,C,15,1,14,8.0,1,1
2025-01-25,21,5,1,D,15,0,15,5.0,1,1
2025-01-26,6,6,1,A,15,1,14,12.6,1,1
2025-01-26,6,6,1,B,15,3,12,23.2,1,1
2025-01-26,6,6,1,C,15,0,15,5.9,1,1
2025-01-26,6,6,1,D,15,0,15,5.0,1,1
2025-01-26,7,6,1,A,15,1,14,10.2,1,1
2025-01-26,7,6,1,B,15,0,15,5.0,1,1
2025-01-26,7,6,1,C,15,1,14,12.0,1,1
2025-01-26,7,6,1,D,15,3,12,22.8,1,1
2025-01-26,8,6,1,A,15,5,10,36.8,1,1
2025-01-26,8,6,1,B,15,4,11,27.7,1,1
2025-01-26,8,6,1,C,15,3,12,24.4,1,1
2025-01-26,8,6,1,D,15,1,14,11.3,1,1
2025-01-26,9,6,1,A,15,6,9,41.3,1,1
2025-01-26,9,6,1,B,15,4,11,29.1,1,1
2025-01-26,9,6,1,C,15,3,12,25.3,1,1
2025-01-26,9,6,1,D,15,7,8,49.3,1,1
2025-01-26,10,6,1,A,15,5,10,36.6,1,1
2025-01-26,10,6,1,B,15,3,12,23.7,1,1
2025-01-26,10,6,1,C,15,3,12,23.4,1,1
2025-01-26,10,6,1,D,15,4,11,33.0,1,1
2025-01-26,11,6,1,A,15,4,11,31.1,1,1
2025-01-26,11,6,1,B,15,2,13,14.7,1,1
2025-01-26,11,6,1,C,15,4,11,31.0,1,1
2025-01-26,11,6,1,D,15,2,13,15.7,1,1
2025-01-26,12,6,1,A,15,6,9,45.2,1,1
2025-01-26,12,6,1,B,15,5,10,34.9,1,1
2025-01-26,12,6,1,C,15,3,12,20.0,1,1
2025-01-26,12,6,1,D,15,4,11,31.2,1,1
2025-01-26,13,6,1,A,15,4,11,30.7,1,1
2025-01-26,13,6,1,B,15,4,11,33.1,1,1
2025-01-26,13,6,1,C,15,4,11,27.5,1,1
2025-01-26,13,6,1,D,15,2,13,14.2,1,1
2025-01-26,14,6,1,A,15,3,12,23.0,1,1
2025-01-26,14,6,1,B,15,4,11,32.7,1,1
2025-01-26,14,6,1,C,15,2,13,19.4,1,1
2025-01-26,14,6,1,D,15,2,13,16.4,1,1
2025-01-26,15,6,1,A,15,3,12,20.5,1,1
2025-01-26,15,6,1,B,15,4,11,27.9,1,1
2025-01-26,15,6,1,C,15,5,10,38.6,1,1
2025-01-26,15,6,1,D,15,1,14,11.1,1,1
2025-01-26,16,6,1,A,15,4,11,28.4,1,1
2025-01-26,16,6,1,B,15,5,10,35.8,1,1
2025-01-26,16,6,1,C,15,3,12,21.4,1,1
2025-01-26,16,6,1,D,15,3,12,23.2,1,1
2025-01-26,17,6,1,A,15,2,13,15.7,1,1
2025-01-26,17,6,1,B,15,3,12,24.4,1,1
2025-01-26,17,6,1,C,15,2,13,17.4,1,1
2025-01-26,17,6,1,D,15,3,12,24.7,1,1
2025-01-26,18,6,1,A,15,5,10,33.6,1,1
2025-01-26,18,6,1,B,15,6,9,41.7,1,1
2025-01-26,18,6,1,C,15,3,12,23.5,1,1
2025-01-26,18,6,1,D,15,2,13,19.4,1,1
2025-01-26,19,6,1,A,15,3,12,25.7,1,1
2025-01-26,19,6,1,B,15,2,13,18.2,1,1
2025-01-26,19,6,1,C,15,3,12,21.6,1,1
2025-01-26,19,6,1,D,15,2,13,14.4,1,1
2025-01-26,20,6,1,A,15,1,14,11.4,1,1
2025-01-26,20,6,1,B,15,2,13,19.3,1,1
2025-01-26,20,6,1,C,15,0,15,5.0,1,1
2025-01-26,20,6,1,D,15,2,13,16.1,1,1
2025-01-26,21,6,1,A,15,3,12,20.6,1,1
2025-01-26,21,6,1,B,15,1,14,7.8,1,1
2025-01-26,21,6,1,C,15,0,15,5.0,1,1
2025-01-26,21,6,1,D,15,0,15,5.0,1,1
2025-01-27,6,0,1,A,15,7,8,50.6,0,1
2025-01-27,6,0,1,B,15,5,10,34.8,0,1
2025-01-27,6,0,1,C,15,3,12,23.5,0,1
2025-01-27,6,0,1,D,15,3,12,24.0,0,1
2025-01-27,7,0,1,A,15,7,8,47.0,0,1
2025-01-27,7,0,1,B,15,5,10,39.4,0,1
2025-01-27,7,0,1,C,15,4,11,29.6,0,1
2025-01-27,7,0,1,D,15,3,12,25.1,0,1
2025-01-27,8,0,1,A,15,14,1,94.6,0,1
2025-01-27,8,0,1,B,15,11,4,77.6,0,1
2025-01-27,8,0,1,C,15,13,2,89.4,0,1
2025-01-27,8,0,1,D,15,9,6,65.4,0,1
2025-01-27,9,0,1,A,15,14,1,98.0,0,1
2025-01-27,9,0,1,B,15,14,1,97.2,0,1
2025-01-27,9,0,1,C,15,12,3,84.5,0,1
2025-01-27,9,0,1,D,15,9,6,64.5,0,1
2025-01-27,10,0,1,A,15,14,1,98.0,0,1
2025-01-27,10,0,1,B,15,12,3,84.8,0,1
2025-01-27,10,0,1,C,15,10,5,69.3,0,1
2025-01-27,10,0,1,D,15,10,5,70.6,0,1
2025-01-27,11,0,1,A,15,11,4,76.8,0,1
2025-01-27,11,0,1,B,15,12,3,84.5,0,1
2025-01-27,11,0,1,C,15,9,6,63.8,0,1
2025-01-27,11,0,1,D,15,9,6,61.6,0,1
2025-01-27,12,0,1,A,15,13,2,88.5,0,1
2025-01-27,12,0,1,B,15,10,5,72.9,0,1
2025-01-27,12,0,1,C,15,10,5,72.2,0,1
2025-01-27,12,0,1,D,15,8,7,56.2,0,1
2025-01-27,13,0,1,A,15,13,2,93.2,0,1
2025-01-27,13,0,1,B,15,9,6,64.2,0,1
2025-01-27,13,0,1,C,15,10,5,68.5,0,1
2025-01-27,13,0,1,D,15,11,4,75.5,0,1
2025-01-27,14,0,1,A,15,10,5,72.5,0,1
2025-01-27,14,0,1,B,15,9,6,64.6,0,1
2025-01-27,14,0,1,C,15,10,5,67.1,0,1
2025-01-27,14,0,1,D,15,8,7,57.4,0,1
2025-01-27,15,0,1,A,15,12,3,83.3,0,1
2025-01-27,15,0,1,B,15,11,4,73.9,0,1
2025-01-27,15,0,1,C,15,10,5,68.1,0,1
2025-01-27,15,0,1,D,15,9,6,64.9,0,1
2025-01-27,16,0,1,A,15,12,3,83.8,0,1
2025-01-27,16,0,1,B,15,10,5,68.1,0,1
2025-01-27,16,0,1,C,15,10,5,68.4,0,1
2025-01-27,16,0,1,D,15,10,5,71.2,0,1
2025-01-27,17,0,1,A,15,10,5,67.9,0,1
2025-01-27,17,0,1,B,15,7,8,52.2,0,1
2025-01-27,17,0,1,C,15,9,6,62.9,0,1
2025-01-27,17,0,1,D,15,7,8,47.0,0,1
2025-01-27,18,0,1,A,15,7,8,51.6,0,1
2025-01-27,18,0,1,B,15,10,5,66.8,0,1
2025-01-27,18,0,1,C,15,7,8,49.7,0,1
2025-01-27,18,0,1,D,15,7,8,47.3,0,1
2025-01-27,19,0,1,A,15,10,5,71.7,0,1
2025-01-27,19,0,1,B,15,9,6,61.5,0,1
2025-01-27,19,0,1,C,15,8,7,59.7,0,1
2025-01-27,19,0,1,D,15,6,9,44.5,0,1
2025-01-27,20,0,1,A,15,4,11,32.9,0,1
2025-01-27,20,0,1,B,15,3,12,22.9,0,1
2025-01-27,20,0,1,C,15,4,11,28.4,0,1
2025-01-27,20,0,1,D,15,3,12,24.9,0,1
2025-01-27,21,0,1,A,15,3,12,21.3,0,1
2025-01-27,21,0,1,B,15,5,10,33.7,0,1
2025-01-27,21,0,1,C,15,2,13,18.2,0,1
2025-01-27,21,0,1,D,15,3,12,26.5,0,1
2025-01-28,6,1,1,A,15,6,9,43.2,0,1
2025-01-28,6,1,1,B,15,7,8,49.7,0,1
2025-01-28,6,1,1,C,15,4,11,29.7,0,1
2025-01-28,6,1,1,D,15,3,12,25.2,0,1
2025-01-28,7,1,1,A,15,6,9,40.1,0,1
2025-01-28,7,1,1,B,15,4,11,32.6,0,1
2025-01-28,7,1,1,C,15,5,10,37.9,0,1
2025-01-28,7,1,1,D,15,2,13,15.1,0,1
2025-01-28,8,1,1,A,15,13,2,89.3,0,1
2025-01-28,8,1,1,B,15,11,4,76.5,0,1
2025-01-28,8,1,1,C,15,12,3,84.1,0,1
2025-01-28,8,1,1,D,15,12,3,81.7,0,1
2025-01-28,9,1,1,A,15,14,1,96.9,0,1
2025-01-28,9,1,1,B,15,12,3,83.6,0,1
2025-01-28,9,1,1,C,15,11,4,77.1,0,1
2025-01-28,9,1,1,D,15,11,4,77.3,0,1
2025-01-28,10,1,1,A,15,13,2,90.3,0,1
2025-01-28,10,1,1,B,15,13,2,86.9,0,1
2025-01-28,10,1,1,C,15,12,3,84.3,0,1
2025-01-28,10,1,1,D,15,10,5,72.0,0,1
2025-01-28,11,1,1,A,15,13,2,87.8,0,1
2025-01-28,11,1,1,B,15,12,3,83.0,0,1
2025-01-28,11,1,1,C,15,6,9,45.9,0,1
2025-01-28,11,1,1,D,15,9,6,65.4,0,1
2025-01-28,12,1,1,A,15,12,3,81.0,0,1
2025-01-28,12,1,1,B,15,9,6,60.4,0,1
2025-01-28,12,1,1,C,15,10,5,71.6,0,1
2025-01-28,12,1,1,D,15,10,5,71.0,0,1
2025-01-28,13,1,1,A,15,12,3,85.2,0,1
2025-01-28,13,1,1,B,15,12,3,82.6,0,1
2025-01-28,13,1,1,C,15,12,3,80.4,0,1
2025-01-28,13,1,1,D,15,10,5,70.5,0,1
2025-01-28,14,1,1,A,15,14,1,93.6,0,1
2025-01-28,14,1,1,B,15,11,4,75.9,0,1
2025-01-28,14,1,1,C,15,9,6,63.6,0,1
2025-01-28,14,1,1,D,15,6,9,43.2,0,1
2025-01-28,15,1,1,A,15,11,4,78.5,0,1
2025-01-28,15,1,1,B,15,9,6,63.3,0,1
2025-01-28,15,1,1,C,15,12,3,80.4,0,1
2025-01-28,15,1,1,D,15,8,7,54.6,0,1
2025-01-28,16,1,1,A,15,12,3,81.5,0,1
2025-01-28,16,1,1,B,15,11,4,74.4,0,1
2025-01-28,16,1,1,C,15,9,6,63.3,0,1
2025-01-28,16,1,1,D,15,10,5,69.6,0,1
2025-01-28,17,1,1,A,15,9,6,64.0,0,1
2025-01-28,17,1,1,B,15,9,6,61.6,0,1
2025-01-28,17,1,1,C,15,7,8,48.1,0,1
2025-01-28,17,1,1,D,15,5,10,37.4,0,1
2025-01-28,18,1,1,A,15,9,6,64.1,0,1
2025-01-28,18,1,1,B,15,8,7,59.7,0,1
2025-01-28,18,1,1,C,15,7,8,50.6,0,1
2025-01-28,18,1,1,D,15,6,9,42.5,0,1
2025-01-28,19,1,1,A,15,8,7,57.7,0,1
2025-01-28,19,1,1,B,15,8,7,59.3,0,1
2025-01-28,19,1,1,C,15,6,9,42.0,0,1
2025-01-28,19,1,1,D,15,8,7,54.1,0,1
2025-01-28,20,1,1,A,15,4,11,29.4,0,1
2025-01-28,20,1,1,B,15,2,13,13.3,0,1
2025-01-28,20,1,1,C,15,3,12,20.0,0,1
2025-01-28,20,1,1,D,15,2,13,14.0,0,1
2025-01-28,21,1,1,A,15,4,11,31.3,0,1
2025-01-28,21,1,1,B,15,5,10,35.7,0,1
2025-01-28,21,1,1,C,15,1,14,7.5,0,1
2025-01-28,21,1,1,D,15,3,12,20.9,0,1
2025-01-29,6,2,1,A,15,5,10,39.0,0,1
2025-01-29,6,2,1,B,15,6,9,40.4,0,1
2025-01-29,6,2,1,C,15,4,11,33.2,0,1
2025-01-29,6,2,1,D,15,3,12,22.0,0,1
2025-01-29,7,2,1,A,15,5,10,37.7,0,1
2025-01-29,7,2,1,B,15,4,11,28.6,0,1
2025-01-29,7,2,1,C,15,6,9,40.1,0,1
2025-01-29,7,2,1,D,15,4,11,28.2,0,1
2025-01-29,8,2,1,A,15,14,1,98.0,0,1
2025-01-29,8,2,1,B,15,12,3,84.5,0,1
2025-01-29,8,2,1,C,15,10,5,70.8,0,1
2025-01-29,8,2,1,D,15,8,7,55.9,0,1
2025-01-29,9,2,1,A,15,12,3,83.3,0,1
2025-01-29,9,2,1,B,15,10,5,72.3,0,1
2025-01-29,9,2,1,C,15,11,4,78.6,0,1
2025-01-29,9,2,1,D,15,10,5,72.1,0,1
2025-01-29,10,2,1,A,15,12,3,85.1,0,1
2025-01-29,10,2,1,B,15,13,2,92.2,0,1
2025-01-29,10,2,1,C,15,10,5,72.6,0,1
2025-01-29,10,2,1,D,15,10,5,69.2,0,1
2025-01-29,11,2,1,A,15,14,1,98.0,0,1
2025-01-29,11,2,1,B,15,12,3,82.2,0,1
2025-01-29,11,2,1,C,15,9,6,65.4,0,1
2025-01-29,11,2,1,D,15,7,8,52.9,0,1
2025-01-29,12,2,1,A,15,10,5,69.0,0,1
2025-01-29,12,2,1,B,15,10,5,69.2,0,1
2025-01-29,12,2,1,C,15,9,6,65.8,0,1
2025-01-29,12,2,1,D,15,7,8,52.1,0,1
2025-01-29,13,2,1,A,15,12,3,85.2,0,1
2025-01-29,13,2,1,B,15,11,4,75.6,0,1
2025-01-29,13,2,1,C,15,9,6,65.7,0,1
2025-01-29,13,2,1,D,15,8,7,54.8,0,1
2025-01-29,14,2,1,A,15,12,3,81.8,0,1
2025-01-29,14,2,1,B,15,11,4,73.5,0,1
2025-01-29,14,2,1,C,15,8,7,54.3,0,1
2025-01-29,14,2,1,D,15,10,5,67.3,0,1
2025-01-29,15,2,1,A,15,11,4,79.7,0,1
2025-01-29,15,2,1,B,15,10,5,70.2,0,1
2025-01-29,15,2,1,C,15,10,5,68.7,0,1
2025-01-29,15,2,1,D,15,8,7,57.9,0,1
2025-01-29,16,2,1,A,15,13,2,88.1,0,1
2025-01-29,16,2,1,B,15,10,5,72.3,0,1
2025-01-29,16,2,1,C,15,8,7,58.1,0,1
2025-01-29,16,2,1,D,15,8,7,58.9,0,1
2025-01-29,17,2,1,A,15,8,7,59.9,0,1
2025-01-29,17,2,1,B,15,9,6,60.9,0,1
2025-01-29,17,2,1,C,15,8,7,53.7,0,1
2025-01-29,17,2,1,D,15,6,9,46.3,0,1
2025-01-29,18,2,1,A,15,10,5,68.0,0,1
2025-01-29,18,2,1,B,15,6,9,44.9,0,1
2025-01-29,18,2,1,C,15,7,8,49.6,0,1
2025-01-29,18,2,1,D,15,7,8,48.7,0,1
2025-01-29,19,2,1,A,15,10,5,70.3,0,1
2025-01-29,19,2,1,B,15,7,8,51.8,0,1
2025-01-29,19,2,1,C,15,9,6,64.1,0,1
2025-01-29,19,2,1,D,15,6,9,41.1,0,1
2025-01-29,20,2,1,A,15,5,10,36.5,0,1
2025-01-29,20,2,1,B,15,4,11,28.4,0,1
2025-01-29,20,2,1,C,15,2,13,17.3,0,1
2025-01-29,20,2,1,D,15,5,10,34.2,0,1
2025-01-29,21,2,1,A,15,2,13,19.2,0,1
2025-01-29,21,2,1,B,15,4,11,32.4,0,1
2025-01-29,21,2,1,C,15,4,11,30.5,0,1
2025-01-29,21,2,1,D,15,2,13,14.6,0,1
2025-01-30,6,3,1,A,15,7,8,51.4,0,1
2025-01-30,6,3,1,B,15,4,11,33.0,0,1
2025-01-30,6,3,1,C,15,5,10,33.8,0,1
2025-01-30,6,3,1,D,15,4,11,30.1,0,1
2025-01-30,7,3,1,A,15,5,10,39.2,0,1
2025-01-30,7,3,1,B,15,6,9,41.5,0,1
2025-01-30,7,3,1,C,15,5,10,37.8,0,1
2025-01-30,7,3,1,D,15,2,13,14.0,0,1
2025-01-30,8,3,1,A,15,14,1,98.0,0,1
2025-01-30,8,3,1,B,15,10,5,71.7,0,1
2025-01-30,8,3,1,C,15,12,3,84.8,0,1
2025-01-30,8,3,1,D,15,11,4,77.0,0,1
2025-01-30,9,3,1,A,15,13,2,89.0,0,1
2025-01-30,9,3,1,B,15,12,3,81.7,0,1
2025-01-30,9,3,1,C,15,10,5,67.7,0,1
2025-01-30,9,3,1,D,15,9,6,66.3,0,1
2025-01-30,10,3,1,A,15,14,1,95.3,0,1
2025-01-30,10,3,1,B,15,13,2,91.2,0,1
2025-01-30,10,3,1,C,15,13,2,87.0,0,1
2025-01-30,10,3,1,D,15,11,4,79.2,0,1
2025-01-30,11,3,1,A,15,12,3,81.8,0,1
2025-01-30,11,3,1,B,15,10,5,73.3,0,1
2025-01-30,11,3,1,C,15,8,7,54.0,0,1
2025-01-30,11,3,1,D,15,8,7,53.6,0,1
2025-01-30,12,3,1,A,15,14,1,94.0,0,1
2025-01-30,12,3,1,B,15,13,2,87.9,0,1
2025-01-30,12,3,1,C,15,8,7,57.6,0,1
2025-01-30,12,3,1,D,15,8,7,55.3,0,1
2025-01-30,13,3,1,A,15,12,3,86.0,0,1
2025-01-30,13,3,1,B,15,11,4,77.2,0,1
2025-01-30,13,3,1,C,15,9,6,61.0,0,1
2025-01-30,13,3,1,D,15,9,6,63.4,0,1
2025-01-30,14,3,1,A,15,11,4,76.7,0,1
2025-01-30,14,3,1,B,15,10,5,69.9,0,1
2025-01-30,14,3,1,C,15,10,5,67.4,0,1
2025-01-30,14,3,1,D,15,8,7,56.1,0,1
2025-01-30,15,3,1,A,15,11,4,77.0,0,1
2025-01-30,15,3,1,B,15,10,5,69.1,0,1
2025-01-30,15,3,1,C,15,9,6,62.3,0,1
2025-01-30,15,3,1,D,15,7,8,53.0,0,1
2025-01-30,16,3,1,A,15,11,4,78.4,0,1
2025-01-30,16,3,1,B,15,12,3,82.8,0,1
2025-01-30,16,3,1,C,15,10,5,67.5,0,1
2025-01-30,16,3,1,D,15,8,7,53.6,0,1
2025-01-30,17,3,1,A,15,11,4,74.6,0,1
2025-01-30,17,3,1,B,15,8,7,57.3,0,1
2025-01-30,17,3,1,C,15,9,6,63.4,0,1
2025-01-30,17,3,1,D,15,7,8,51.0,0,1
2025-01-30,18,3,1,A,15,10,5,68.1,0,1
2025-01-30,18,3,1,B,15,9,6,63.6,0,1
2025-01-30,18,3,1,C,15,6,9,41.4,0,1
2025-01-30,18,3,1,D,15,5,10,39.0,0,1
2025-01-30,19,3,1,A,15,8,7,59.4,0,1
2025-01-30,19,3,1,B,15,9,6,61.1,0,1
2025-01-30,19,3,1,C,15,10,5,67.9,0,1
2025-01-30,19,3,1,D,15,9,6,65.9,0,1
2025-01-30,20,3,1,A,15,5,10,33.9,0,1
2025-01-30,20,3,1,B,15,4,11,29.0,0,1
2025-01-30,20,3,1,C,15,1,14,8.1,0,1
2025-01-30,20,3,1,D,15,2,13,15.7,0,1
2025-01-30,21,3,1,A,15,3,12,22.4,0,1
2025-01-30,21,3,1,B,15,3,12,20.0,0,1
